index,dna_biosample,sequence_data_type,ampliconlibrary_quantification_ng.ul,plate_ID,well_location,sample_or_blank,sample_spiked_blank,spiked_volume,swab_presence,MK_spike,Sequencer,sample_name.y,animal_biosample,DNA_data_type,sample_type,dna_experiment_date,dna_extraction_success,Basidiobolus_present,Ct_value,copy_number,DNA.QC.ng.ul.fluorometer,DNA.QC.A260.280,qualitative_visualization.1_5.scale,culture_biosample,sample_name,becky_hardman_id,bh_id_prefix,zoo_nashville_id,pit,tank_number,hatch_date,sex,weight,total_length,terbinafine,river.water,diet_crayfish,last_crayfish_feeding,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,svl,animal_type,animal_ecomode,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab
UHM782_34545,34057,16S_amplicon,47,UHM_Hellbender_P2_CEC,A3,sample,sample,1,1,1,NA,UHM782,22955,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22955,UHM782,18ZB-47,18ZB,7347,3D6153439 6FBD,NA,10/5/2018,M,166.3,30,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM783_34468,21503,16S_amplicon,53,UHM_Hellbender_P1_CEC,D5,sample,sample,1,1,1,NA,UHM783,12039,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12039,UHM783,18ZB-50,18ZB,7350,3D6153439 66A6,NA,10/5/2018,M,138.6,27.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM783_34491,21860,16S_amplicon,39,UHM_Hellbender_P1_CEC,C8,sample,sample,1,1,1,NA,UHM783,12040,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12040,UHM783,18ZB-50,18ZB,7350,3D6153439 66A6,NA,10/5/2018,M,144.5,28.5,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM783_34500,21869,16S_amplicon,42,UHM_Hellbender_P1_CEC,D9,sample,sample,1,1,1,NA,UHM783,12038,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12038,UHM783,18ZB-50,18ZB,7350,3D6153439 66A6,NA,10/5/2018,M,128.6,27.1,NA,NA,0,,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM783_34546,34058,16S_amplicon,45,UHM_Hellbender_P2_CEC,B3,sample,sample,1,1,1,NA,UHM783,22958,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22958,UHM783,18ZB-50,18ZB,7350,3D6153439 66A6,NA,10/5/2018,M,160.5,28,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM784_34483,21519,16S_amplicon,40,UHM_Hellbender_P1_CEC,C7,sample,sample,1,1,1,NA,UHM784,12043,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12043,UHM784,18ZB-72,18ZB,7372,3D6153439 3A8C,NA,10/5/2018,M,148.4,28,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM784_34499,21868,16S_amplicon,38,UHM_Hellbender_P1_CEC,C9,sample,sample,1,1,1,NA,UHM784,12041,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12041,UHM784,18ZB-72,18ZB,7372,3D6153439 3A8C,NA,10/5/2018,M,113.6,26.9,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM784_34540,34051,16S_amplicon,59,UHM_Hellbender_P2_CEC,D2,sample,sample,1,1,1,NA,UHM784,22961,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,22961,UHM784,18ZB-72,18ZB,7372,3D6153439 3A8C,NA,10/5/2018,M,156.8,29,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM785_34513,21883,16S_amplicon,53,UHM_Hellbender_P1_CEC,A11,sample,sample,1,1,1,NA,UHM785,12046,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12046,UHM785,HNZ-38,HNZ,6588,3D9 279 4EB4332,NA,10/12/2015,F,608.6,57.7,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM785_34562,34075,16S_amplicon,43,UHM_Hellbender_P2_CEC,B5,sample,sample,1,1,1,NA,UHM785,22964,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22964,UHM785,HNZ-38,HNZ,6588,3D9 279 4EB4332,NA,10/12/2015,F,603,48,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM786_34559,34072,16S_amplicon,52,UHM_Hellbender_P2_CEC,G4,sample,sample,1,1,1,NA,UHM786,22967,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22967,UHM786,HNZ-09,HNZ,6559,3D9 279 4EB25BB,NA,10/12/2015,F,439.1,42,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM787_34510,21880,16S_amplicon,43,UHM_Hellbender_P1_CEC,F10,sample,sample,1,1,1,NA,UHM787,12052,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12052,UHM787,HNZ-37,HNZ,6587,3D9 279 4EAF386,NA,10/12/2015,F,565.6,49.4,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM787_34561,34074,16S_amplicon,39,UHM_Hellbender_P2_CEC,A5,sample,sample,1,1,1,NA,UHM787,22970,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22970,UHM787,HNZ-37,HNZ,6587,3D9 279 4EAF386,NA,10/12/2015,F,656.2,51,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM788_34509,21879,16S_amplicon,70,UHM_Hellbender_P1_CEC,E10,sample,sample,1,1,1,NA,UHM788,12055,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12055,UHM788,HNZ-36,HNZ,6586,3D9 279 4E8C661,NA,10/12/2015,M,438.2,42,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM788_34564,34077,16S_amplicon,51,UHM_Hellbender_P2_CEC,D5,sample,sample,1,1,1,NA,UHM788,22973,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22973,UHM788,HNZ-36,HNZ,6586,3D9 279 4E8C661,NA,10/12/2015,M,465.3,42,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM789_34526,34426,16S_amplicon,39,UHM_Hellbender_P1_CEC,F12,sample,sample,1,1,1,NA,UHM789,12056,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,12056,UHM789,18ZB-16,18ZB,7316,3D6153439 5EFF,NA,10/5/2018,M,249.3,35.2,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/21/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM789_34527,34427,16S_amplicon,50,UHM_Hellbender_P1_CEC,G12,sample,sample,1,1,1,NA,UHM789,12057,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,12057,UHM789,18ZB-16,18ZB,7316,3D6153439 5EFF,NA,10/5/2018,M,274.6,34.1,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM789_34528,34428,16S_amplicon,46,UHM_Hellbender_P1_CEC,H12,sample,sample,1,1,1,NA,UHM789,12058,DNA,cloacal swab,6/27/2024,NA,NA,NA,NA,NA,NA,NA,12058,UHM789,18ZB-16,18ZB,7316,3D6153439 5EFF,NA,10/5/2018,M,343.6,38,0,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM790_34515,21885,16S_amplicon,36,UHM_Hellbender_P1_CEC,C11,sample,sample,1,1,1,NA,UHM790,12059,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12059,UHM790,18ZB-32,18ZB,7332,3D6153439 5DCA,NA,10/5/2018,F,224.8,34.4,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM790_34521,21892,16S_amplicon,39,UHM_Hellbender_P1_CEC,A12,sample,sample,1,1,1,NA,UHM790,12060,DNA,cloacal swab,12/18/2023,NA,NA,NA,NA,NA,NA,NA,12060,UHM790,18ZB-32,18ZB,7332,3D6153439 5DCA,NA,10/5/2018,F,271.1,35.1,1,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM791_34501,21870,16S_amplicon,48,UHM_Hellbender_P1_CEC,E9,sample,sample,1,1,1,NA,UHM791,12062,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12062,UHM791,18ZB-15,18ZB,7315,3D504AA54E5AE,NA,10/5/2018,F,209.1,30.2,NA,NA,1,2/15/2023,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/21/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM791_34520,21891,16S_amplicon,54,UHM_Hellbender_P1_CEC,H11,sample,sample,1,1,1,NA,UHM791,12063,DNA,cloacal swab,12/18/2023,NA,NA,NA,NA,NA,NA,NA,12063,UHM791,18ZB-15,18ZB,7315,3D504AA54E5AE,NA,10/5/2018,F,231.6,33,1,NA,1,2/15/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM792_34507,21877,16S_amplicon,48,UHM_Hellbender_P1_CEC,C10,sample,sample,1,1,1,NA,UHM792,12067,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12067,UHM792,JZB -05,JZB,6905,3D61533F4DD22,NA,10/4/2017,M,371.6,39.2,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM792_34553,34065,16S_amplicon,53,UHM_Hellbender_P2_CEC,A4,sample,sample,1,1,1,NA,UHM792,22979,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22979,UHM792,JZB -05,JZB,6905,3D61533F4DD22,NA,10/4/2017,M,489.4,41,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM793_34508,21878,16S_amplicon,43,UHM_Hellbender_P1_CEC,D10,sample,sample,1,1,1,NA,UHM793,12070,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12070,UHM793,JZB -01,JZB,6901,3D61533F4DD7E,NA,10/4/2017,M,354.7,37,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM793_34556,34068,16S_amplicon,46,UHM_Hellbender_P2_CEC,D4,sample,sample,1,1,1,NA,UHM793,22982,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22982,UHM793,JZB -01,JZB,6901,3D61533F4DD7E,NA,10/4/2017,M,340.3,37,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM794_34554,34066,16S_amplicon,42,UHM_Hellbender_P2_CEC,B4,sample,sample,1,1,1,NA,UHM794,22985,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22985,UHM794,JZB -21,JZB,6921,3D61533F4DD30,NA,10/4/2017,M,351.8,37,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM795_34560,34073,16S_amplicon,54,UHM_Hellbender_P2_CEC,H4,sample,sample,1,1,1,NA,UHM795,22988,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22988,UHM795,HNZ-10,HNZ,6560,3D9 279 4EA79DB,NA,10/12/2015,M,343.2,36,NA,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM796_34504,21874,16S_amplicon,46,UHM_Hellbender_P1_CEC,H9,sample,sample,1,1,1,NA,UHM796,12079,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12079,UHM796,JZB -28,JZB,6928,3D61533F4DD2B,NA,10/4/2017,M,253.5,35,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM796_34557,34069,16S_amplicon,39,UHM_Hellbender_P2_CEC,E4,sample,sample,1,1,1,NA,UHM796,22991,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22991,UHM796,JZB -28,JZB,6928,3D61533F4DD2B,NA,10/4/2017,M,260.4,36,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM797_34514,21884,16S_amplicon,51,UHM_Hellbender_P1_CEC,B11,sample,sample,1,1,1,NA,UHM797,12082,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12082,UHM797,HNZ-26,HNZ,6576,3D9 279 4F89968,NA,10/12/2015,M,241.5,33.4,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM797_34563,34076,16S_amplicon,49,UHM_Hellbender_P2_CEC,C5,sample,sample,1,1,1,NA,UHM797,22994,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,22994,UHM797,HNZ-26,HNZ,6576,3D9 279 4F89968,NA,10/12/2015,M,253.7,35,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM798_34505,21875,16S_amplicon,69,UHM_Hellbender_P1_CEC,A10,sample,sample,1,1,1,NA,UHM798,12085,DNA,cloacal swab,12/14/2023,NA,NA,NA,NA,NA,NA,NA,12085,UHM798,JZB -17,JZB,6917,3D61533F4DD7C,NA,10/4/2017,M,266.3,35.5,0,NA,1,NA,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM798_34558,34070,16S_amplicon,52,UHM_Hellbender_P2_CEC,F4,sample,sample,1,1,1,NA,UHM798,22997,DNA,cloacal swab,6/6/2024,NA,NA,NA,NA,NA,NA,NA,22997,UHM798,JZB -17,JZB,6917,3D61533F4DD7C,NA,10/4/2017,M,269.3,36,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM805_34572,34085,16S_amplicon,49,UHM_Hellbender_P2_CEC,D6,sample,sample,1,1,1,NA,UHM805,12106,DNA,cloacal swab,6/14/2024,NA,NA,NA,NA,NA,NA,NA,12106,UHM805,18ZB-49,18ZB,7349,3D6153439 4AA4,NA,10/5/2018,F,211.2,32,NA,NA,1,12/19/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM805_34616,34416,16S_amplicon,58,UHM_Hellbender_P2_CEC,H11,sample,sample,1,1,1,NA,UHM805,12105,DNA,cloacal swab,6/25/2024,NA,NA,NA,NA,NA,NA,NA,12105,UHM805,18ZB-49,18ZB,7349,3D6153439 4AA4,NA,10/5/2018,F,146.6,28,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM806_34480,21516,16S_amplicon,57,UHM_Hellbender_P1_CEC,H6,sample,sample,1,1,1,NA,UHM806,12109,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12109,UHM806,18ZB-65,18ZB,7365,3D6153439 5E7F,NA,10/5/2018,M,130.2,27.7,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM806_34497,21866,16S_amplicon,39,UHM_Hellbender_P1_CEC,A9,sample,sample,1,1,1,NA,UHM806,12107,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12107,UHM806,18ZB-65,18ZB,7365,3D6153439 5E7F,NA,10/5/2018,M,78.6,24.9,NA,NA,0,,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM806_34537,34048,16S_amplicon,49,UHM_Hellbender_P2_CEC,A2,sample,sample,1,1,1,NA,UHM806,23000,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23000,UHM806,18ZB-65,18ZB,7365,3D6153439 5E7F,NA,10/5/2018,M,147.4,28,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM807_34481,21517,16S_amplicon,41,UHM_Hellbender_P1_CEC,A7,sample,sample,1,1,1,NA,UHM807,12112,DNA,cloacal swab,12/8/2023,NA,NA,NA,NA,NA,NA,NA,12112,UHM807,18ZB-66,18ZB,7366,3D504AA551F90,NA,10/5/2018,F,125,25.5,0,NA,1,8/16/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,11/7/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM807_34498,21867,16S_amplicon,34,UHM_Hellbender_P1_CEC,B9,sample,sample,1,1,1,NA,UHM807,12110,DNA,cloacal swab,12/12/2023,NA,NA,NA,NA,NA,NA,NA,12110,UHM807,18ZB-66,18ZB,7366,3D504AA551F90,NA,10/5/2018,F,101.3,23.5,NA,NA,0,,uhm,zoo,cloaca swab,glycerol,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM807_34538,34049,16S_amplicon,48,UHM_Hellbender_P2_CEC,B2,sample,sample,1,1,1,NA,UHM807,23003,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23003,UHM807,18ZB-66,18ZB,7366,3D504AA551F90,NA,10/5/2018,F,154.2,27.5,NA,NA,1,11/21/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM810_34439,20921,16S_amplicon,42,UHM_Hellbender_P1_CEC,G1,sample,sample,1,1,1,NA,UHM810,12119,DNA,cloacal swab,11/27/2023,NA,NA,NA,NA,NA,NA,NA,12119,UHM810,18ZB-60,18ZB,7360,3D6153439 6F14,NA,10/5/2018,M,130.1,26.5,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM810_34458,21493,16S_amplicon,48,UHM_Hellbender_P1_CEC,B4,sample,sample,1,1,1,NA,UHM810,12120,DNA,cloacal swab,12/6/2023,NA,NA,NA,NA,NA,NA,NA,12120,UHM810,18ZB-60,18ZB,7360,3D6153439 6F14,NA,10/5/2018,M,161.5,28,0,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,5/1/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM810_34535,34046,16S_amplicon,43,UHM_Hellbender_P2_CEC,G1,sample,sample,1,1,1,NA,UHM810,23009,DNA,cloacal swab,6/5/2024,NA,NA,NA,NA,NA,NA,NA,23009,UHM810,18ZB-60,18ZB,7360,3D6153439 6F14,NA,10/5/2018,M,199.3,29,NA,NA,1,12/13/2023,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,1/23/2024,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
UHM811_34438,20920,16S_amplicon,47,UHM_Hellbender_P1_CEC,F1,sample,sample,1,1,1,NA,UHM811,12122,DNA,cloacal swab,11/27/2023,NA,NA,NA,NA,NA,NA,NA,12122,UHM811,18ZB-55,18ZB,7355,3D6153439 6D20,NA,10/5/2018,M,136.1,27,NA,NA,0,,uhm,zoo,cloaca swab,dry,N,Cryptobranchus alleganiensis,Cryptobranchus,alleganiensis,NA,salamander,Aquatic,2/22/2023,TN,davidson,Interior Plateau,NA,Nashville Zoo,36.09,-86.74,0,metadata,Sherri Doro,,
