"otu","Size","kingdom","phylum","class","order","family","genus"
"Otu01534",23,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured"
"Otu01535",23,"Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"Otu01536",23,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01537",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Chitinibacter"
"Otu01539",23,"Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Acholeplasmataceae_unclassified"
"Otu01540",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadales_unclassified","Pseudomonadales_unclassified"
"Otu01541",23,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01542",23,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu01543",23,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01544",23,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01545",23,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01546",23,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01547",23,"Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaeria_unclassified","Lentisphaeria_unclassified","Lentisphaeria_unclassified"
"Otu01548",23,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"Otu01549",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01550",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01551",22,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01552",22,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01553",22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"Otu01554",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01555",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01556",22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01557",22,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia"
"Otu01558",22,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium"
"Otu01559",22,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus"
"Otu01560",22,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014_fa","Clostridia_UCG-014_ge"
"Otu01561",22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu01562",22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01563",22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu01564",22,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas"
"Otu01565",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea"
"Otu01566",22,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","uncultured"
"Otu01568",22,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangiaceae_unclassified"
"Otu01569",22,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01570",22,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014_fa","Clostridia_UCG-014_ge"
"Otu01571",22,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas"
"Otu01572",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01573",22,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01574",22,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"Otu01575",22,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"Otu01576",22,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovoracaceae_ge"
"Otu01577",22,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Finegoldia"
"Otu01578",22,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillaceae_unclassified"
"Otu01579",22,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01580",22,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_","Terriglobus"
"Otu01581",22,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Otu01582",22,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu01584",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01585",22,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"Otu01587",22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu01588",22,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01589",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01590",22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01591",22,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","uncultured"
"Otu01592",22,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01593",22,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01594",22,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu01595",22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01596",22,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Otu01597",22,"Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu01598",22,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01599",22,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01601",22,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01602",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01603",21,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01605",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01606",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"Otu01607",21,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Otu01608",21,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae_unclassified"
"Otu01609",21,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus"
"Otu01610",21,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Otu01611",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Otu01612",21,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01613",21,"Bacteria","Planctomycetota","vadinHA49","vadinHA49_or","vadinHA49_fa","vadinHA49_ge"
"Otu01615",21,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Weeksellaceae_unclassified"
"Otu01617",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01618",21,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium"
"Otu01619",21,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu01620",21,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01621",21,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu01622",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella"
"Otu01625",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01626",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured"
"Otu01627",21,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu01628",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01629",21,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella"
"Otu01630",21,"Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia_or","Sericytochromatia_fa","Sericytochromatia_ge"
"Otu01631",21,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01632",21,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01633",21,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01634",21,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter"
"Otu01635",21,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu01636",21,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Otu01637",21,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu01638",21,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospiraceae_unclassified"
"Otu01639",21,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu01641",21,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01642",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_8"
"Otu01643",21,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae_unclassified"
"Otu01644",21,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus"
"Otu01645",21,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"Otu01647",21,"Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu01649",21,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"Otu01651",21,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"Otu01652",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01653",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"Otu01654",21,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01655",21,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus"
"Otu01656",20,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Otu01657",20,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis"
"Otu01659",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella"
"Otu01660",20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu01661",20,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01662",20,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01663",20,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01664",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01665",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Kingella"
"Otu01666",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01667",20,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01668",20,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_ge"
"Otu01669",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01670",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01672",20,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01673",20,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"Otu01674",20,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01675",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01676",20,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"Otu01677",20,"Bacteria","Firmicutes","Bacilli","RF39","RF39_fa","RF39_ge"
"Otu01678",20,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01679",20,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01680",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01681",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01683",20,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","vadinBE97","vadinBE97_ge"
"Otu01684",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01685",20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu01686",20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","uncultured"
"Otu01687",20,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01689",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01690",20,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Flectobacillus"
"Otu01691",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01692",20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Otu01693",20,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Leptolyngbyaceae_unclassified"
"Otu01695",20,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01696",20,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01697",20,"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu01698",20,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatellaceae_unclassified"
"Otu01699",19,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01700",19,"Bacteria","Patescibacteria","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified","Patescibacteria_unclassified"
"Otu01701",19,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01703",19,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01705",19,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
